2015-06-08 18:07:03,160 CONFIG [com.gigaspaces.logger] - Log file: /Users/dxd/git/ct3/logs/2015-06-08~18.07-gigaspaces-service-10.154.152.106-77023.log
-------------------------last log tuples start--------------------------------
Position [subject=a20, id=null, cell=Cell [x=2, y=0], time=2015-06-08 18:04:41.749, clock=0]
Tile [id=null, cell=Cell [x=3, y=0], subject=white, time=2015-06-08 18:04:40.532, clock=0]
Tile [id=null, cell=Cell [x=3, y=2], subject=brown, time=2015-06-08 18:04:40.534, clock=0]
Tile [id=null, cell=Cell [x=1, y=5], subject=brown, time=2015-06-08 18:04:40.431, clock=0]
Tile [id=null, cell=Cell [x=1, y=1], subject=blue, time=2015-06-08 18:04:40.513, clock=0]
Tile [id=null, cell=Cell [x=1, y=2], subject=yellow, time=2015-06-08 18:04:40.507, clock=0]
Tile [id=null, cell=Cell [x=0, y=0], subject=white, time=2015-06-08 18:04:39.863, clock=0]
Tile [id=null, cell=Cell [x=2, y=2], subject=brown, time=2015-06-08 18:04:40.528, clock=0]
Tile [id=null, cell=Cell [x=1, y=4], subject=brown, time=2015-06-08 18:04:40.441, clock=0]
Tile [id=null, cell=Cell [x=3, y=4], subject=blue, time=2015-06-08 18:04:40.552, clock=0]
Tile [id=null, cell=Cell [x=3, y=5], subject=yellow, time=2015-06-08 18:04:40.54, clock=0]
Tile [id=null, cell=Cell [x=2, y=1], subject=yellow, time=2015-06-08 18:04:40.438, clock=0]
Tile [id=null, cell=Cell [x=2, y=3], subject=yellow, time=2015-06-08 18:04:40.545, clock=0]
Tile [id=null, cell=Cell [x=2, y=0], subject=blue, time=2015-06-08 18:04:40.537, clock=0]
Tile [id=null, cell=Cell [x=0, y=1], subject=brown, time=2015-06-08 18:04:40.327, clock=0]
Tile [id=null, cell=Cell [x=2, y=1], subject=white, time=2015-06-08 18:04:40.52, clock=0]
Tile [id=null, cell=Cell [x=2, y=3], subject=yellow, time=2015-06-08 18:04:40.451, clock=0]
Tile [id=null, cell=Cell [x=0, y=2], subject=blue, time=2015-06-08 18:04:40.33, clock=0]
Tile [id=null, cell=Cell [x=0, y=3], subject=yellow, time=2015-06-08 18:04:40.428, clock=0]
Tile [id=null, cell=Cell [x=1, y=4], subject=brown, time=2015-06-08 18:04:40.513, clock=0]
Tile [id=null, cell=Cell [x=1, y=1], subject=white, time=2015-06-08 18:04:40.43, clock=0]
Tile [id=null, cell=Cell [x=2, y=1], subject=white, time=2015-06-08 18:04:40.455, clock=0]
Tile [id=null, cell=Cell [x=2, y=3], subject=brown, time=2015-06-08 18:04:40.523, clock=0]
Tile [id=null, cell=Cell [x=1, y=4], subject=yellow, time=2015-06-08 18:04:40.534, clock=0]
Tile [id=null, cell=Cell [x=2, y=5], subject=blue, time=2015-06-08 18:04:40.464, clock=0]
Tile [id=null, cell=Cell [x=0, y=5], subject=blue, time=2015-06-08 18:04:40.434, clock=0]
Tile [id=null, cell=Cell [x=2, y=4], subject=blue, time=2015-06-08 18:04:40.548, clock=0]
Tile [id=null, cell=Cell [x=3, y=1], subject=blue, time=2015-06-08 18:04:40.533, clock=0]
Tile [id=null, cell=Cell [x=2, y=1], subject=blue, time=2015-06-08 18:04:40.519, clock=0]
Tile [id=null, cell=Cell [x=0, y=4], subject=blue, time=2015-06-08 18:04:40.351, clock=0]
Tile [id=null, cell=Cell [x=0, y=0], subject=blue, time=2015-06-08 18:04:39.863, clock=0]
Tile [id=null, cell=Cell [x=0, y=3], subject=brown, time=2015-06-08 18:04:40.366, clock=0]
Tile [id=null, cell=Cell [x=1, y=0], subject=yellow, time=2015-06-08 18:04:40.39, clock=0]
Tile [id=null, cell=Cell [x=1, y=0], subject=blue, time=2015-06-08 18:04:40.561, clock=0]
Tile [id=null, cell=Cell [x=2, y=4], subject=blue, time=2015-06-08 18:04:40.512, clock=0]
Tile [id=null, cell=Cell [x=0, y=2], subject=blue, time=2015-06-08 18:04:40.332, clock=0]
Tile [id=null, cell=Cell [x=1, y=4], subject=brown, time=2015-06-08 18:04:40.453, clock=0]
Tile [id=null, cell=Cell [x=0, y=2], subject=white, time=2015-06-08 18:04:40.331, clock=0]
Tile [id=null, cell=Cell [x=0, y=3], subject=yellow, time=2015-06-08 18:04:40.388, clock=0]
Tile [id=null, cell=Cell [x=2, y=2], subject=brown, time=2015-06-08 18:04:40.507, clock=0]
Tile [id=null, cell=Cell [x=1, y=3], subject=brown, time=2015-06-08 18:04:40.509, clock=0]
Tile [id=null, cell=Cell [x=0, y=2], subject=blue, time=2015-06-08 18:04:40.333, clock=0]
Tile [id=null, cell=Cell [x=3, y=1], subject=white, time=2015-06-08 18:04:40.558, clock=0]
Tile [id=null, cell=Cell [x=1, y=1], subject=white, time=2015-06-08 18:04:40.455, clock=0]
Tile [id=null, cell=Cell [x=0, y=1], subject=blue, time=2015-06-08 18:04:40.327, clock=0]
Tile [id=null, cell=Cell [x=1, y=2], subject=blue, time=2015-06-08 18:04:40.364, clock=0]
Tile [id=null, cell=Cell [x=0, y=5], subject=yellow, time=2015-06-08 18:04:40.386, clock=0]
Tile [id=null, cell=Cell [x=2, y=5], subject=brown, time=2015-06-08 18:04:40.551, clock=0]
Tile [id=null, cell=Cell [x=1, y=3], subject=blue, time=2015-06-08 18:04:40.45, clock=0]
Tile [id=null, cell=Cell [x=1, y=1], subject=white, time=2015-06-08 18:04:40.371, clock=0]
Tile [id=null, cell=Cell [x=1, y=3], subject=brown, time=2015-06-08 18:04:40.439, clock=0]
Tile [id=null, cell=Cell [x=0, y=0], subject=white, time=2015-06-08 18:04:39.869, clock=0]
Tile [id=null, cell=Cell [x=1, y=1], subject=blue, time=2015-06-08 18:04:40.438, clock=0]
Tile [id=null, cell=Cell [x=1, y=3], subject=brown, time=2015-06-08 18:04:40.372, clock=0]
Tile [id=null, cell=Cell [x=1, y=3], subject=white, time=2015-06-08 18:04:40.454, clock=0]
Tile [id=null, cell=Cell [x=0, y=0], subject=brown, time=2015-06-08 18:04:39.863, clock=0]
Tile [id=null, cell=Cell [x=0, y=5], subject=yellow, time=2015-06-08 18:04:40.431, clock=0]
Tile [id=null, cell=Cell [x=1, y=0], subject=brown, time=2015-06-08 18:04:40.453, clock=0]
Tile [id=null, cell=Cell [x=2, y=0], subject=white, time=2015-06-08 18:04:40.435, clock=0]
Tile [id=null, cell=Cell [x=0, y=4], subject=brown, time=2015-06-08 18:04:40.397, clock=0]
Tile [id=null, cell=Cell [x=2, y=0], subject=brown, time=2015-06-08 18:04:40.399, clock=0]
Tile [id=null, cell=Cell [x=1, y=4], subject=blue, time=2015-06-08 18:04:40.428, clock=0]
Tile [id=null, cell=Cell [x=1, y=0], subject=brown, time=2015-06-08 18:04:40.364, clock=0]
Tile [id=null, cell=Cell [x=1, y=2], subject=white, time=2015-06-08 18:04:40.441, clock=0]
Tile [id=null, cell=Cell [x=1, y=5], subject=yellow, time=2015-06-08 18:04:40.449, clock=0]
Tile [id=null, cell=Cell [x=0, y=1], subject=blue, time=2015-06-08 18:04:40.328, clock=0]
Tile [id=null, cell=Cell [x=1, y=0], subject=brown, time=2015-06-08 18:04:40.397, clock=0]
Tile [id=null, cell=Cell [x=0, y=2], subject=blue, time=2015-06-08 18:04:40.33, clock=0]
Tile [id=null, cell=Cell [x=0, y=2], subject=brown, time=2015-06-08 18:04:40.329, clock=0]
Tile [id=null, cell=Cell [x=0, y=4], subject=blue, time=2015-06-08 18:04:40.449, clock=0]
Tile [id=null, cell=Cell [x=2, y=0], subject=brown, time=2015-06-08 18:04:40.518, clock=0]
Tile [id=null, cell=Cell [x=0, y=5], subject=brown, time=2015-06-08 18:04:40.356, clock=0]
Tile [id=null, cell=Cell [x=0, y=1], subject=brown, time=2015-06-08 18:04:40.327, clock=0]
Tile [id=null, cell=Cell [x=1, y=1], subject=yellow, time=2015-06-08 18:04:40.441, clock=0]
Tile [id=null, cell=Cell [x=0, y=3], subject=white, time=2015-06-08 18:04:40.332, clock=0]
Tile [id=null, cell=Cell [x=0, y=3], subject=blue, time=2015-06-08 18:04:40.346, clock=0]
Tile [id=null, cell=Cell [x=0, y=4], subject=white, time=2015-06-08 18:04:40.429, clock=0]
Tile [id=null, cell=Cell [x=0, y=1], subject=brown, time=2015-06-08 18:04:40.328, clock=0]
Tile [id=null, cell=Cell [x=1, y=4], subject=yellow, time=2015-06-08 18:04:40.376, clock=0]
Tile [id=null, cell=Cell [x=1, y=5], subject=yellow, time=2015-06-08 18:04:40.455, clock=0]
Tile [id=null, cell=Cell [x=0, y=1], subject=brown, time=2015-06-08 18:04:40.326, clock=0]
Tile [id=null, cell=Cell [x=2, y=4], subject=yellow, time=2015-06-08 18:04:40.462, clock=0]
Tile [id=null, cell=Cell [x=1, y=2], subject=brown, time=2015-06-08 18:04:40.452, clock=0]
Tile [id=null, cell=Cell [x=0, y=0], subject=yellow, time=2015-06-08 18:04:39.863, clock=0]
Tile [id=null, cell=Cell [x=1, y=1], subject=white, time=2015-06-08 18:04:40.43, clock=0]
Tile [id=null, cell=Cell [x=2, y=2], subject=yellow, time=2015-06-08 18:04:40.442, clock=0]
Tile [id=null, cell=Cell [x=0, y=4], subject=white, time=2015-06-08 18:04:40.43, clock=0]
Tile [id=null, cell=Cell [x=1, y=3], subject=white, time=2015-06-08 18:04:40.387, clock=0]
Tile [id=null, cell=Cell [x=0, y=4], subject=brown, time=2015-06-08 18:04:40.373, clock=0]
Tile [id=null, cell=Cell [x=1, y=5], subject=white, time=2015-06-08 18:04:40.386, clock=0]
Tile [id=null, cell=Cell [x=1, y=1], subject=blue, time=2015-06-08 18:04:40.356, clock=0]
Tile [id=null, cell=Cell [x=0, y=3], subject=yellow, time=2015-06-08 18:04:40.44, clock=0]
Tile [id=null, cell=Cell [x=1, y=0], subject=blue, time=2015-06-08 18:04:40.438, clock=0]
Tile [id=null, cell=Cell [x=0, y=3], subject=yellow, time=2015-06-08 18:04:40.344, clock=0]
Tile [id=null, cell=Cell [x=0, y=1], subject=white, time=2015-06-08 18:04:40.326, clock=0]
Tile [id=null, cell=Cell [x=1, y=0], subject=yellow, time=2015-06-08 18:04:40.434, clock=0]
Tile [id=null, cell=Cell [x=0, y=0], subject=white, time=2015-06-08 18:04:39.863, clock=0]
Tile [id=null, cell=Cell [x=1, y=2], subject=white, time=2015-06-08 18:04:40.433, clock=0]
Tile [id=null, cell=Cell [x=0, y=0], subject=blue, time=2015-06-08 18:04:39.817, clock=0]
Tile [id=null, cell=Cell [x=0, y=0], subject=yellow, time=2015-06-08 18:04:39.863, clock=0]
Tile [id=null, cell=Cell [x=0, y=3], subject=white, time=2015-06-08 18:04:40.426, clock=0]
Tile [id=null, cell=Cell [x=0, y=5], subject=white, time=2015-06-08 18:04:40.382, clock=0]
Tile [id=null, cell=Cell [x=0, y=5], subject=blue, time=2015-06-08 18:04:40.346, clock=0]
Tile [id=null, cell=Cell [x=0, y=4], subject=yellow, time=2015-06-08 18:04:40.378, clock=0]
Tile [id=null, cell=Cell [x=0, y=1], subject=blue, time=2015-06-08 18:04:40.326, clock=0]
-------------------------last log tuples end----------------------------------
[CTAH] started agent 10
[CTAH] Added a new agent to the game by the name of 10.
[ENV] added agent a10
[CTAH] started agent 30
[CTAH] Added a new agent to the game by the name of 30.
[ENV] added agent a30
#########################Game started
#########################Game started
#########################Game started
#########################Game started
#########################Game started
#########################Game started
#########################Game started
#########################Game started
#########################Game started
#########################Game started
#########################Game started
#########################Game started
setPhases in ClientGameStatus, the current phase is 
setPhases in ClientGameStatus, the current phase is 
setPhases in ClientGameStatus, the current phase is 
setPhases in ClientGameStatus, the current phase is 
setPhases in ClientGameStatus, the current phase is 
setPhases in ClientGameStatus, the current phase is 
setPhases in ClientGameStatus, the current phase is 
setPhases in ClientGameStatus, the current phase is 
setPhases in ClientGameStatus, the current phase is 
setPhases in ClientGameStatus, the current phase is Setup Phase
setPhases in ClientGameStatus, the current phase is Setup Phase
setPhases in ClientGameStatus, the current phase is Setup Phase
org notification: Tile [id=null, cell=Cell [x=0, y=0], subject=blue, time=2015-06-08 18:07:20.738, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=0], subject=blue, time=2015-06-08 18:07:20.738, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=0], subject=brown, time=2015-06-08 18:07:20.753, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=0], subject=white, time=2015-06-08 18:07:20.794, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=0], subject=blue, time=2015-06-08 18:07:20.729, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=0], subject=blue, time=2015-06-08 18:07:20.738, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=0], subject=yellow, time=2015-06-08 18:07:20.796, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=0], subject=brown, time=2015-06-08 18:07:20.753, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=0], subject=white, time=2015-06-08 18:07:20.794, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=0], subject=brown, time=2015-06-08 18:07:20.753, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=0], subject=blue, time=2015-06-08 18:07:20.729, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=0], subject=yellow, time=2015-06-08 18:07:20.796, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=0], subject=white, time=2015-06-08 18:07:20.794, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=0], subject=blue, time=2015-06-08 18:07:20.729, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=0], subject=yellow, time=2015-06-08 18:07:20.796, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=1], subject=yellow, time=2015-06-08 18:07:20.929, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=1], subject=yellow, time=2015-06-08 18:07:20.929, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=1], subject=yellow, time=2015-06-08 18:07:20.929, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=1], subject=yellow, time=2015-06-08 18:07:20.929, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=1], subject=yellow, time=2015-06-08 18:07:20.929, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=1], subject=yellow, time=2015-06-08 18:07:20.929, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=1], subject=white, time=2015-06-08 18:07:20.929, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=1], subject=white, time=2015-06-08 18:07:20.929, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=1], subject=yellow, time=2015-06-08 18:07:20.929, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=1], subject=yellow, time=2015-06-08 18:07:20.929, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=1], subject=yellow, time=2015-06-08 18:07:20.929, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=2], subject=white, time=2015-06-08 18:07:20.931, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=2], subject=yellow, time=2015-06-08 18:07:20.932, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=2], subject=blue, time=2015-06-08 18:07:20.933, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=2], subject=white, time=2015-06-08 18:07:20.932, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=3], subject=white, time=2015-06-08 18:07:20.934, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=3], subject=blue, time=2015-06-08 18:07:20.934, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=3], subject=brown, time=2015-06-08 18:07:20.934, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=3], subject=brown, time=2015-06-08 18:07:20.936, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=2], subject=brown, time=2015-06-08 18:07:20.936, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=4], subject=yellow, time=2015-06-08 18:07:20.938, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=3], subject=blue, time=2015-06-08 18:07:20.938, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=1], subject=yellow, time=2015-06-08 18:07:20.929, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=4], subject=brown, time=2015-06-08 18:07:20.941, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=5], subject=white, time=2015-06-08 18:07:20.941, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=0], subject=yellow, time=2015-06-08 18:07:20.942, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=2], subject=white, time=2015-06-08 18:07:20.931, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=2], subject=yellow, time=2015-06-08 18:07:20.932, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=2], subject=blue, time=2015-06-08 18:07:20.933, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=5], subject=brown, time=2015-06-08 18:07:20.942, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=4], subject=blue, time=2015-06-08 18:07:20.946, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=2], subject=white, time=2015-06-08 18:07:20.932, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=3], subject=white, time=2015-06-08 18:07:20.934, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=1], subject=brown, time=2015-06-08 18:07:20.947, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=4], subject=yellow, time=2015-06-08 18:07:20.957, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=0], subject=blue, time=2015-06-08 18:07:20.957, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=5], subject=yellow, time=2015-06-08 18:07:20.957, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=3], subject=blue, time=2015-06-08 18:07:20.934, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=2], subject=brown, time=2015-06-08 18:07:20.957, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=1], subject=yellow, time=2015-06-08 18:07:20.959, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=3], subject=brown, time=2015-06-08 18:07:20.934, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=0], subject=blue, time=2015-06-08 18:07:20.959, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=3], subject=white, time=2015-06-08 18:07:20.96, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=1], subject=white, time=2015-06-08 18:07:20.929, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=5], subject=blue, time=2015-06-08 18:07:20.96, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=1], subject=yellow, time=2015-06-08 18:07:20.929, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=1], subject=yellow, time=2015-06-08 18:07:20.929, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=3], subject=brown, time=2015-06-08 18:07:20.936, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=2], subject=white, time=2015-06-08 18:07:20.931, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=2], subject=yellow, time=2015-06-08 18:07:20.932, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=2], subject=blue, time=2015-06-08 18:07:20.933, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=2], subject=white, time=2015-06-08 18:07:20.932, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=3], subject=white, time=2015-06-08 18:07:20.934, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=3], subject=blue, time=2015-06-08 18:07:20.934, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=3], subject=brown, time=2015-06-08 18:07:20.934, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=3], subject=brown, time=2015-06-08 18:07:20.936, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=2], subject=brown, time=2015-06-08 18:07:20.936, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=2], subject=brown, time=2015-06-08 18:07:20.936, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=4], subject=yellow, time=2015-06-08 18:07:20.938, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=3], subject=blue, time=2015-06-08 18:07:20.938, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=4], subject=brown, time=2015-06-08 18:07:20.941, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=5], subject=white, time=2015-06-08 18:07:20.941, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=0], subject=yellow, time=2015-06-08 18:07:20.942, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=5], subject=brown, time=2015-06-08 18:07:20.942, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=4], subject=blue, time=2015-06-08 18:07:20.946, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=1], subject=brown, time=2015-06-08 18:07:20.947, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=4], subject=yellow, time=2015-06-08 18:07:20.957, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=5], subject=yellow, time=2015-06-08 18:07:20.957, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=0], subject=blue, time=2015-06-08 18:07:20.957, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=2], subject=brown, time=2015-06-08 18:07:20.957, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=1], subject=yellow, time=2015-06-08 18:07:20.959, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=0], subject=blue, time=2015-06-08 18:07:20.959, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=4], subject=yellow, time=2015-06-08 18:07:20.938, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=3], subject=white, time=2015-06-08 18:07:20.96, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=5], subject=blue, time=2015-06-08 18:07:20.96, clock=0]
